,loss,acc,val-loss,val-acc
0,0.6380513626337051,0.6342187523841858,0.6056087700984417,0.7221794724464417
1,0.47088643580675127,0.7679687738418579,0.5534140658684266,0.7193589806556702
2,0.3552991612255573,0.8440625071525574,0.6080104425931588,0.7166666388511658
3,0.3138402232527733,0.8673437237739563,0.7085633847193841,0.765256404876709
4,0.2884971285611391,0.8762500286102295,0.7474499673415453,0.7200000286102295
5,0.26185076117515566,0.8935937285423279,0.8036413215673887,0.76192307472229
6,0.23338369376957416,0.9039062261581421,0.7234937330851188,0.7643589973449707
7,0.20095426142215728,0.9207812547683716,0.5699699287995313,0.7680768966674805
8,0.18992523923516275,0.9237499833106995,1.0174176356731317,0.7341025471687317
9,0.18468629095703362,0.9253125190734863,0.8135239596550281,0.7537179589271545
10,0.16593176919966937,0.9353125095367432,0.7541647744484437,0.7656410336494446
11,0.15512599419802428,0.9393749833106995,0.7873016970279889,0.7365384697914124
